spotify_id,name,popularity,streams,release_date,key,mode,duration_ms
1qJG7d2kkZwBr8KIVYAxyH,The Satanarcheolidialcohellish Notion Potion Song,0,421135627,2011-10-14,D,Major,179213.0
1qLBZLeGS6FEHgVKWqhuVv,007 (Jersey Mix),51,,2023-10-20,D,Major,160602.0
1qMMYpVatbRITKCfq1gasi,PUFFIN ON ZOOTIEZ,82,254218729,2022-04-29,,,
1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),86,350381515,2021-04-09,F#,Major,231124.0
1r08AN9HcG09RsM5Ubf34W,MTG - PISTA TOMA,77,,2023-05-26,G#,Major,136063.0
1r714DULLjHjH6CF1zMFtn,"(What's So Funny 'Bout) Peace, Love And Understanding - Live",12,198365537,2011,,,
1rBTBbtkJlSDk78gg8Dw9F,Hero,76,,2023-05-04,F,Major,175764.0
1rfTwudHnRMuNsu63w6nMy,But Could You,2,500340342,2021-11-29,G#,Major,194081.0
1sUdq3kWa9dJXHu3eYOUll,"Spooky, Scary Skeletons - Undead Tombstone Remix",72,,2019-10-18,A,Minor,125625.0
1sbNEFiURUYfy024cJX8JG,Ferxxo 100,81,278920007,2022-09-14,,,
1squCbXxHkHAO0VYRjTl2S,Worth It,65,,2023-04-21,C#,Major,183107.0
1t2M7UYoUpmhfZNMBsymJr,tolerate it,59,,2020-12-10,A,Major,245440.0
1tinKBj5pMxJswRan96Mj7,Hoy Todo Cambio,74,,2023-08-04,B,Minor,203829.0
1tkHHqMZaVoNtQvC32Om8X,PSYCHO CRUISE,73,,2022-10-14,F,Minor,151214.0
1tqT6DhmsrtQgyCKUwotiw,I Heard It Through The Grapevine,76,91656026,1968-08-26,D#,Minor,194293.0
1u2Fe70Qm9VFCIMPWFlfc1,Deep Satin,76,,2023-09-22,A,Minor,211194.0
1uTHr7ij3eiDdUXvQfA5au,Sobran Motivos,78,,2023-02-10,F,Minor,185339.0
1uaWA39oCtaw6ERD8D9dS7,Jugband Song (Gasoline),4,116903579,2018-11-30,G,Major,256987.0
1ugkqjRKTAX3kExAR4QgQz,A Nightmare on My Street,46,,2002-11-26,E,Minor,298640.0
1uni8la2ZuN5oGlkAFBn9R,Retrograde,49,,2023-10-20,D,Major,219281.0
1v1bVyUOVYDpXRIcAJ24iQ,Let Your Boys Be Country,62,,2023-08-25,F,Major,196027.0
1v6svH1Fyx9C1nIt1mA2DT,All I Want,73,,2020-01-10,C,Minor,177323.0
1vJmd8YIIAz6XQ9GHlUr5p,Normal People Things,73,,2023-10-06,C#,Major,164845.0
1vKRuWNMzYKX2MxdQawM0N,HOJE EU VOU COMER NOVINHA 02,69,,2022-06-01,A,Major,107128.0
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,93,127408954,2023-05-25,B,Minor,176579.0
1vhbThkFnqAHbZp0fEjXE4,Sarah's Place (feat. Noah Kahan),75,,2023-09-22,G,Major,214056.0
1vo9VvPVzTkr9ZqMCFKuO4,The Alphabet Song,22,342897938,1959-01-01,G,Major,96160.0
1vvcEHQdaUTvWt0EIUYcFK,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",76,133753727,2023-05-17,A#,Minor,175802.0
1vyg1TIfJK409mLL6LaxeG,AUTOMOTIVO ANGELICAL V4,67,,2023-07-11,C#,Major,153240.0
1wtOxkiel43cVs0Yux5Q4h,Snow On The Beach (feat. Lana Del Rey),78,323437194,2022-10-21,A,Major,256124.0
1x04gFRJbhtGKJVZU9Sebe,Five Long Nights,63,210038833,2015-04-15,C#,Major,194500.0
1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,91,681583126,2022-07-20,F#,Major,132631.0
1xVjqCBkpIUMe3EmW0PxTM,Fearless - The Echo,63,,2023-01-06,D,Major,216295.0
1xWkeSPhf3bZqHY7Ncz8vp,500lbs,85,,2023-07-21,G,Minor,144390.0
1xWsoIgBYgLfMkn2kBY7YI,The Scuttlebutt,57,,2023-05-26,G#,Major,121813.0
1xXSof69SqdGxJAdAIukRQ,Dream On,43,838586769,2022-03-11,D#,Major,163920.0
1xdsRkWxWWUkKhh9hRtfYp,Out Of That Truck,71,,2023-03-10,F,Major,177400.0
1xemKSmCnH59ze3KX5wwgH,Demons,74,,2023-08-31,G#,Major,196653.0
1xwAWUI6Dj0WGC3KiUPN0O,Vigilante Shit,81,,2022-10-21,E,Minor,164801.0
1yXqmnMKWUXUWzGbJi5Vmo,Song For Cailen,3,273914335,2003-11-24,,,
1yeB8MUNeLo9Ek1UEpsyz6,Rich Baby Daddy (feat. Sexyy Red & SZA),88,,2023-10-06,D,Major,319192.0
1z8cabK9f2r2pXWx30ErUW,The Roads,70,,2023-07-07,C#,Minor,250598.0
1zU8j1x3yi9xalMF96pzKp,Dear John (Taylor's Version),78,,2023-07-07,E,Major,405907.0
1zfPNHikEYPcPLxJRdDeIk,Always Gonna Be,59,,2023-08-04,A#,Major,172213.0
1zsPaEkglFvxjAhrM8yhpr,Hey Mor,87,,2022-10-07,C#,Minor,196600.0
1zu2GKHPJIsUu80SUJX4H4,Devil Doesn’t Bargain,77,32526947,2022-04-15,D#,Major,163613.0
20I2uDgPP2ReUv5isYjRFf,interface,56,,2023-06-23,A#,Minor,172979.0
20efeySIfZoiSaISGLBbNs,Thriller - Single Version,66,,2005-07-19,B,Major,312413.0
20obamXOznVCGTRUL4ZX6q,Solitario - En Vivo,72,,2023-06-23,G#,Major,208967.0
20uknEOwx3PpiGL2Es2vCg,Magical,71,,2023-09-29,G#,Major,194277.0
210JJAa9nJOgNa0YNrsT5g,GODS,87,,2023-10-04,D#,Minor,220878.0
21dB5hK5tAJaGD3VTbQ7ly,Honey Pain,58,240918092,2016-08-17,,,
21wBAfHjtrng7fBFHODgo1,"Violet Noise For Reconsider, Completeness, And Good Luck",0,415932686,2021-01-21,,,
22K3SdIMezsqQKoltlQzEq,Apocalypse Love Song,36,841749534,2023-06-06,D,Major,156053.0
22VHOlVYBqytsrAqV8yXBK,Dial Drunk (with Post Malone),86,,2023-07-18,G#,Major,213817.0
22bPsP2jCgbLUvh82U0Z3M,The Way I Loved You (Taylor’s Version),82,,2021-04-09,F,Major,243137.0
22dUzMFttcR3uU17NcOAIv,Desire (with Sam Smith),86,,2023-07-28,B,Minor,179162.0
22sAwsBH0NoNJXnrBenQuO,Sem Aliança no Dedo,77,93587665,2022-12-23,C#,Major,120461.0
23L1gQJjtlZMrZPZvluyQe,Presidential Rolex,61,,2023-06-19,G#,Major,148611.0
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,89,57876440,2023-06-15,G,Minor,231545.0
23WPUouATL2wId2ci7TVWK,Callaita,28,1304313953,2021-04-27,,,
23fuZ7m5j4uQhi18R0YUI1,Bachata Rosa,0,1214083358,2023-10-20,E,Minor,197453.0
24f8BIfC3iOpKXiOlhrmQK,Ritmo Brutalismo,52,,2023-01-01,G,Major,136032.0
24yrJJkmVUMkJHvCaR85BN,Snooze,60,,2023-08-25,C,Major,201800.0
25FTMokYEbEWHEdss5JLZS,Teenage Dirtbag,80,,1999-02-15,E,Major,241667.0
25OeKzcqakFPaJlXHPE5lm,Primera Cita,87,77309611,2023-05-19,A#,Major,186456.0
25VQoiuyc0HkC5FQTj1a8G,Son Of A Sinner,73,,2021-09-17,G,Major,232093.0
25iB3wmUOdPF4mj9lNjbtH,Dead or Alive,67,,2023-09-19,C,Major,122488.0
269XSeQhDrWEotMALJaACW,Amour plastique,78,,2021-01-29,F#,Minor,225040.0
26YMRlGr9HkK93yjbRjqbZ,After We Broke Up,59,,2023-10-20,C,Major,169453.0
26cvTWJq2E1QqN4jyH2OTU,Tak Segampang Itu,85,179659294,2022-12-02,F,Major,231100.0
26hOm7dTtBi0TdpDGl141t,Die For You,81,518745108,2022-11-04,G#,Major,211667.0
273dCMFseLcVsoSWx59IoE,Bad Blood,71,,2014-10-27,G,Major,211933.0
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),80,1814349763,2021-07-23,D#,Minor,212000.0
27RWVlCet2iZlGciBETorw,Murder & Millions,61,,2023-10-19,F#,Major,137927.0
27UUrHpwnG6Ju6HfPsuO8v,吠えろライオンズ 西武ライオンズ球団歌 ORIGINAL COVER INST.Ver,14,2484812918,2019-08-14,C,Major,82790.0
27Vh9p5yUrEgEjjZmbJEOR,"""Wendigo"" | Cryptid song | ThornTogether",12,68895644,2021-04-23,,,
27nDbnuJsy6UaBQtr3oR7T,Held,39,273194684,2022-02-11,,,
289IAotG694ek6V1Lp54Ue,Song I am.,39,123132751,2020-07-15,F,Minor,242567.0
28BSTgZH1ckI8Xfy8LXaRz,Yankee 150,78,,2023-06-16,F#,Minor,242667.0
28GCbKgjlVD9eDmasGbe0T,Me Fui de Vacaciones,76,305650299,2022-05-06,A#,Major,180930.0
28UMEtwyUUy5u0UWOVHwiI,I'll Make a Man Out of You,71,,1998-01-01,G,Major,201680.0
28VyX6lNDpWorLKmIM0lMW,Tirando Flow Sesh #7,48,1279434863,2022-09-08,C#,Major,162119.0
28dwWN6sZQGBSZuMdCbbQY,BREAK IT IN A BAR,64,,2022-12-09,B,Minor,219303.0
28n8z9IQKyjMPxmvYMBqZa,The Kind of Love We Make,75,,2022-06-17,C#,Major,224427.0
293QwzG48nRXlqk5lGDUbw,Keep It Low (feat. Future),71,,2023-06-02,C#,Major,142452.0
29RMusn0z3XwdAX7Rdl7Yj,50 Reggae Lovers Rock Songs - Continuous Mix,32,466231982,2020-02-20,,,
29e4KOBzZDOX6qnpYbjwoW,Disaster,76,,2021-07-21,C,Major,84138.0
2APApFAWZgn1F0Efpl6jlj,Your Are The Calm,67,,2023-05-05,A,Major,190000.0
2AaaE0qvFWtyT8srKNfRhH,Komang,81,137123880,2022-08-17,G,Major,222707.0
2BH3j05ZXWr5PR30sW079d,Crystals,77,,2022-01-28,B,Major,139200.0
2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),83,594482982,2021-09-03,F,Minor,242966.0
2BfcCsrfgB9wH1dvdno9CY,Wandering Sadhu,67,,2023-09-19,G#,Major,200000.0
2C1IIUSDxqBsNr3k772BdT,Bywyd,66,,2023-04-13,C,Major,141000.0
2CYeO6W1ji8jamhNXRI0Lr,Let's Be Naughty (And Save Santa The Trip),22,404664135,2021-10-15,C#,Major,191507.0
2ClUu1kEWAGb6KZroRkkUq,Fake Names,54,,2023-08-04,C#,Minor,159613.0
2CoGg71SqwNgriNkOLClae,Wait And See,53,482175240,2008-10-03,C#,Minor,234240.0
2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,78,,1972,C,Major,258411.0
2Dp5Rqruog8SR6x7UtlIpY,9mm,73,,2023-02-23,C,Major,86710.0
2DtUUBwYwEzKMTMDrc5EiO,girls like me don't cry,73,,2022-10-06,C,Minor,214387.0
2E2ZVy2fxslpAUgbb4zu84,Abracadabra,70,,1982-01-01,A,Minor,308373.0
2EMRXl3g4OzWgF10IvuVSy,"Mass A Theatre Piece for Singers, Players and Dancers I: 2. Hymn and Psalm: ""A Simple Song""",11,209106362,1971,,,
2EYDqen8Pftl3ENvqOs6fE,Monster - Spotify Singles,61,,2023-10-17,A,Minor,237989.0
2ElF3Y1VDug0KdxVa320LS,Song: Chalak Chalak,29,299648208,2002-01-01,D,Major,233520.0
2EtOOnd0tseAvHcm3WzACQ,Oh Na Na,68,,2023-09-28,E,Minor,240378.0
2F7dO7OCqrxff66epaNPEU,Dancer,67,,2023-10-18,D#,Minor,189493.0
2F8LPJgSVTJxukoParTyBD,Be Our Guest,62,,2001-01-01,D,Major,224920.0
2FDTHlrBguDzQkp7PVj16Q,Sprinter,91,,2023-06-01,C#,Major,226383.0
2FK7fxjzQEXD7Z32HSF0Hl,"Men In Black - From ""Men In Black"" Soundtrack",68,,1997-10-03,F,Minor,227267.0
2FKy2d7jOqTTCM92yd4D6Q,SEARCH & RESCUE - SPED UP,36,175097833,2023-10-09,C#,Major,123725.0
2FMcDUopGfjBh3xMsrm78S,I Want Candy,57,,1980,G,Major,164307.0
2FZP8qfmy9RFXVREVHMAua,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),63,51985779,2023-06-05,A,Minor,180925.0
2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],82,933815613,2013-04-19,F#,Minor,248413.0
2FtXfaiyJDRMoqXNLooqwU,Montagem Dilatação Hipnótica 5.0,66,,2023-08-19,C,Minor,150131.0
2Fxmhks0bxGSBdJ92vM42m,bad guy,84,,2019-03-29,G,Major,194088.0
2G23H0snYYKYqRlyFvVObS,|BONKERS|,70,,2022-08-02,C,Major,212335.0
2GAhgAjOhEmItWLfgisyOn,Low,84,,2022-12-09,C,Minor,181080.0
2GKERaYVaw9qyg0PAxgAcH,Cocoon,5,117747907,2020-02-14,E,Major,146107.0
2GWCZJWundoYi5IloWIgTX,eyes don't lie,78,,2023-07-07,G#,Minor,150721.0
2Ge2ZhznMuO22wIQ9Z5Wql,Hope You Know,67,,2023-10-13,E,Minor,227184.0
2Ghp894n1laIf2w98VeAOJ,How Do I Make You Love Me?,70,119238316,2022-01-06,G,Minor,214215.0
2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),84,,2023-10-13,A#,Major,173253.0
2HCdD9vMJ2hQIhhXlzW3EP,The Old Songs Medley - Everything Old is New Again - In the Good Old Summertime - Sweet Adeline (Medley),5,1109433169,2011-03-01,B,Major,426107.0
2HZLXBOnaSRhXStMLrq9fD,Mary On A Cross,81,387080183,2019-09-13,B,Major,244804.0
2HafqoJbgXdtjwCOvNEF14,Si No Estás,98,,2022-09-23,F,Major,184061.0
2Hgtu5s75EqH0skGGdICIr,Good Girl,44,,2023-10-18,G#,Major,242363.0
2HlXaP8qiyVWEISgjuhGQs,Viva La Vida,22,1592909789,2018-07-20,E,Major,182116.0
2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,95,,2023-08-04,F,Major,231750.0
2ImY5whfLRLooh6hhCEASp,A Song for All the Indie Boys Who Are Starved for Attention,28,264717480,2023-10-05,,,
2JoUtztTqCN4ZhmbRDGPIL,Songbird - 2004 Remaster,67,200972675,1977-02-04,F,Major,200813.0
2JqONz7Hm7k6D8CDvZaFV8,Thinking Bout You,44,125917280,2023-08-11,G#,Minor,166533.0
2K7xn816oNHJZ0aVqdQsha,Softcore,87,599770206,2018-11-02,A,Minor,206280.0
2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),79,191333656,2022-11-04,,,
2KPMRUOwr8yB32EMvIg8aT,"Circle of Life - From ""The Lion King"" Soundtrack",55,,2003-01-01,A#,Major,239360.0
2KdKh9vHbKW0tZLqtpxxI0,Honest (feat. Don Toliver),67,106919680,2022-04-29,,,
2Kw5QYMTLrRV7jpoE8YkMg,Hey Whiskey,52,,2023-06-23,F#,Major,203960.0
2L9N0zZnd37dwF0clgxMGI,ceilings,87,,2022-04-08,A,Major,182888.0
2LBqCSwhJGcFQeTHMVGwy3,Die For You,90,,2016-11-24,C#,Minor,260253.0
2LO2sEpjcFUUhHs9t8QOz9,"Szerelmes Enekek (Love Songs): No. 2. Hogy nyerte el Julia a Cupido nyilat, ijat s hol viseli",0,217672943,2015-02-01,F,Major,122440.0
2LSsSV7V33wM9EKQA2xjGS,Con La Brisa,69,71095708,2022-11-11,,,
2LWM5Ft0TdX24GeSq1u6PV,FERXXO 30,81,,2023-09-29,D,Minor,173760.0
2LgxW2t2H6lAf7tJuOnxxj,Antes de Perderte,74,157136970,2022-07-20,,,
2LzyUfJdRp3uqTrITBJXEY,Bottom of the River,55,238350348,2012-06-19,,,
2MWHsgg97TTpqAhs7qse7i,Good. Bad. Better.,34,91781263,2023-05-05,,,
2Mw26q4cueVWFP59f9rJ5g,"The Songs of Solomon. Cycle of 33 Spiritual Songs: No. 19, Y'susum midbar (Iziash 35: 1, 2, 5, 6, 10)",0,325592432,1995-01-01,C,Major,134533.0
2NFadq6pUeiVEihLvUlOSr,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",80,66902503,2023-06-21,B,Major,204048.0
2NIBaWXdjaTDmytjjwbEfP,Eyes Open (Taylor's Version),68,,2021-11-12,G,Major,243264.0
2NWaWZZLFMcr5P4uI2KvWy,En El Radio Un Cochinero,73,164856284,2022-05-13,,,
2NbsBSshscKIPRG3kwBbfo,Never Felt So Alone,76,,2023-04-07,F,Major,160166.0
2OQ6a4CfUeYskpTTgyawyJ,You Make It Feel Like Christmas (feat. Blake Shelton),80,180577478,2017-10-06,D,Minor,156773.0
2PRfOo8S4BVIw0o97yqzg2,Geteilt,67,,2023-09-22,F,Major,156000.0
2PUqgdcUOpaeqyV9ePLMoR,Calm Restore,65,,2023-04-06,D,Major,188827.0
2QM5gBm9Q8VZ7UamMIMLb1,"Milo J: Bzrp Music Sessions, Vol. 57",80,,2023-10-04,E,Minor,192288.0
2QN9zL3SzXdGqqmXO68gFp,Somebody's Watching Me - Single Version,73,,2023-09-22,C#,Minor,238787.0
2QmqDBomh1vNVHLGHQToHy,Wake Up - Cover of Arcade Fire Song,14,991336132,2010-12-06,A#,Major,362520.0
2REu6wX4KKrG6uGlTKVqu6,One More Time (feat. Alida),58,293466523,2021-02-26,,,
2RJnNdu4pb3MypbBroHU0T,Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version),73,,2021-11-12,G,Major,239668.0
2Rk4JlNc2TPmZe2af99d45,ME! (feat. Brendon Urie of Panic! At The Disco),80,,2019-08-23,C,Major,193000.0
2SOvWt6igzXViIjIiWNWEP,BABY HELLO,82,,2023-06-23,C#,Minor,222462.0
2ShpBw0zpxdnclk7gv8eHY,Glad I Found You,43,,2023-10-20,D#,Major,135189.0
2T9WeqSMJJb8YBDHPYGU4p,22 (Taylor's Version),74,,2021-11-12,G,Major,230960.0
2TJKY0WSFufZOzbRNgl6zE,ELOVRGA,90,,2023-08-18,F,Minor,194769.0
2TP1hob8rLICnBoJqk5odo,Slow Song,0,162887075,2020-05-01,C#,Minor,122828.0
2TSfStvlAMLw89u3tali79,Dah Dah DahDah,74,,2022-07-22,B,Major,151776.0
2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),80,227918678,2022-04-08,A,Major,216680.0
2UHnJzIiyNqPTufzxHdTQx,Twice,52,,2023-10-20,A,Major,142759.0
2UPj4xX163RJab0Yx1XYtJ,Forrest Gump,0,1056760045,2018-06-15,G,Major,246867.0
2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,90,,2023-03-17,D,Minor,234353.0
2UikqkwBv7aIvlixeVXHWt,You Should Probably Leave,83,,2020-11-13,A,Major,213493.0
2VOXLA9TzOAVCjDi7RY5DV,PACTO (feat. Bryant Myers & Dei V) - Remix,80,,2023-07-28,C#,Minor,340000.0
2VOomzT6VavJOGBeySqaMc,Disturbia,81,,2008-06-02,B,Minor,238627.0
2VbGpUDz5Ggqe8LYm4CLxG,Rocking Around the Christmas Tree,43,395591396,2014-12-11,G#,Major,126213.0
2VjOTvl50tscmc0RDjPdr2,UK Rap,77,,2023-06-04,C#,Major,198027.0
2VzCjpKvPB1l1tqLndtAQa,Por las Noches,85,330346424,2021-06-11,C,Major,239845.0
2WHctubxf8LzrGr62cLz3d,Igual Que Ayer,72,158950978,2016-11-04,A#,Minor,232560.0
2WigMwGJysIh9fRnSJvpjn,KU LO SA - A COLORS SHOW,79,222410722,2022-06-10,,,
2WpsIjaAYHx7iwQIHj0qxe,The Chemical Worker's Song - Process Man,52,,1995-10-11,B,Minor,156267.0
2WxcXtp6kuC7biYBxBbeeG,Double Fantasy (with Future),54,96180277,2023-06-12,A,Minor,268235.0
2WzAAerBvZvvFXgUpSwHZ9,MIDNIGHT,77,,2022-02-13,C#,Major,121972.0
2X1cIpDWE6nyBCde1iUBVM,Mtg Ensurdecência Estelar 1.0,71,,2023-08-18,G,Major,159842.0
2XLqbLFgvc0g9xBWrubLsv,Till the End (Tara),0,1624165576,2023-10-16,B,Major,129332.0
2XMAWynSTIst5KmLSv0Npf,AMERICA HAS A PROBLEM,75,57089066,2022-07-29,C#,Major,198898.0
2XdeL4FRkc6ADX4XTcpa0s,Wigs,46,,2023-10-20,G#,Minor,127559.0
2XiJm507b8ApqHK86BUWlJ,Aphrodite,2,78300654,2021-05-14,G,Major,192105.0
2XkuWK1lXOPkxdWdM78Q0l,Demons,68,,2023-09-20,C#,Major,195573.0
2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),81,540539717,2019-08-30,G#,Major,145800.0
2Y7pSUrb0frmy9vKVHUlOg,QUEENS,40,239411309,2018-09-07,,,
2YOGCTiPJWMhZRdeadFj8G,this is what autumn feels like,78,,2023-09-12,D#,Major,219909.0
2YSBjsqZ2YxwwHi8xqf9ms,Oppa,73,,2023-06-05,F,Major,87000.0
2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),93,,2023-10-06,G#,Major,260111.0
2Yp3kR5PD8EKqoUQgVARdD,The Limbo Stick Dance Song,18,199386237,2021-06-18,D,Major,161187.0
2Z3euwB0r4m60PAdY46MoR,Lemonade,13,68616963,2019-10-09,G#,Major,173165.0
2ZXb6OBkjmDYnvEB3iANgH,Dead Man,75,,2023-09-22,A,Major,274871.0
2Zct82TDdBYL0oeXquXTpM,Crappy Payphone Song,0,1479264469,2006-04-25,D,Major,79733.0
2Zo1PcszsT9WQ0ANntJbID,Feather,87,,2023-03-17,F#,Minor,185553.0
2ZqOCKuFkKhAZDRYI90EHb,Moonlight,59,,2023-10-20,C#,Minor,160581.0
2aG3cPs5o9QTvVDSs6h1Gw,Can’t Get ‘Em,54,,2023-10-13,G#,Major,137880.0
2aHLWvUgwUnDRWYQjmYJPl,Montagem Coral,37,,1995-01-01,C,Major,145111.0
2aIYyC8gSLw0H3CNLhGajr,"Jesus, My Mama, My Therapist",45,,2023-07-21,A#,Minor,184105.0
2aTmAaD87MSi2oEOIpD0Be,Proper Home,22,2288695111,2018-04-06,A,Major,226592.0
2ajhenDRiiAnCHHjsIOHhJ,Laffy Taffy,71,,2005-11-08,G,Minor,224253.0
2bCQHF9gdG5BNDVuEIEnNk,Smooth Criminal - 2012 Remaster,77,,2012-09-18,G#,Major,257760.0
2bbhyUWJ5VjdfI3P4PRLu2,Samson,52,,2006-06-13,B,Major,189507.0
2bbwjxA68m9PHZFWgF1fze,GIVENCHY,70,185236961,2022-07-20,,,
2beD5W9IkefQ04IO39XF7w,My wrist (with Young Thug),78,,2023-05-26,C,Major,190133.0
2bwSCIuNtVrQPVddCi8sOW,Where You Are,73,,2016-11-18,E,Major,210320.0
2c7sRekhMGlj7u1WIIzoQu,Fighting My Demons,84,,2023-10-13,C#,Major,150402.0
2ccuOtUjIyx3tPcsnpeBzJ,Flower Shops (feat. Morgan Wallen),71,,2021-12-31,G,Major,214405.0
2cpAMkytkJoaaLYO6pXBey,El Toro Encartado - Spotify Singles,82,,2023-09-14,G#,Major,164245.0
2cpDQKlqkqGF019eexlLht,Our Song-6 - In the Style of Taylor Swift (Karaoke Version With Backup Vocals),0,39228929,2010-01-01,D,Major,201293.0
2d3KkBpDlOCLT5Wlhrwhfd,Things I Take For Granted,69,,2023-09-01,C,Major,206929.0
2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,76,,1981-04-07,A,Minor,205467.0
2dDxgIasRsQlYfaqMtVswF,Goethe Nayburs,28,3703895074,2010-08-24,C#,Major,107693.0
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),91,,2022-12-02,C#,Minor,221520.0
2dPwBKr5uJeCeyd5IoWi8W,We Don't Fight Anymore,74,,2023-06-16,E,Major,220146.0
2dRwRtYFH95QcMcRhUVWBB,LET'S GO,63,,2023-10-20,G,Minor,196880.0
2e2heYBbXWRsDsUtTIVIaF,As The Rush Comes - Gabriel & Dresden Chillout Mix,47,501541661,2005-01-01,G,Major,381000.0
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,89,,2017-05-05,C#,Major,233720.0
2eGvz6O6tVnh9nKiitDEhZ,I Can Feel It,73,,2023-09-21,D#,Minor,163600.0
2eLrDMQnosvAOTzoZ8bRZZ,No Hook 2,68,,2023-10-12,F#,Major,137893.0
2eOaBGvTsDsmG4KHgEFnaq,Fighters,30,726434358,2021-12-14,C,Major,214400.0
2ePiBvKtQOCBHq9uOlwiiU,I'm Not Pretty,75,,2023-05-05,A#,Major,181067.0
2f9JzwRy6Ofr5ixvN0ojKt,GEEKALEEK (feat. Cash Kidd),68,,2023-02-03,B,Major,146286.0
2fDw3pRFijALInM5IKYkwl,Stay - Instrumental,45,2665343922,2021-02-25,A,Major,63083.0
2fJ4k8jvERwmcccSQrIl0v,Ave Maria in C Major,15,462791599,2020-08-21,C,Major,169691.0
2fRqb3yoCI9cbRASkEMo3m,Came The Closest,62,,2023-10-20,A,Major,194173.0
2fga4JgHuq91W9HiTfo9GC,how2fly,57,,2023-10-20,A#,Major,241714.0
2g2kJZcu1cFTw4aKE7w9Iq,"When We're Human - From ""The Princess and the Frog""/Soundtrack Version",61,,2021-05-28,C#,Major,142093.0
2g9dhCaJiK7D0FOgZ9vJlR,Pretty Girls Walk (with Coi Leray) - Remix,59,,2023-03-01,A,Major,140053.0
2gT2iF1YK5r54A2PDEXVv8,Pretty Little Poison,77,,2023-03-17,C#,Major,218160.0
2gs8HVC6KXOQe76XggzZH5,Stand by Me - Live at the Late Show with David Letterman,65,46065667,2015-11-20,G,Major,169013.0
2gsMh0vWUbcTWrrOZooacg,Pop My Shit,50,499710590,2023-02-24,D,Major,151440.0
2gyxAWHebV7xPYVxqoi86f,get him back!,88,,2023-09-08,F,Major,211141.0
2h18RCdFDWcBj73sMgxQXl,The Cossack Song... Forever...,33,282883169,2021-01-22,G,Major,157575.0
2hEI5r6nDn9ZdNqHluhbdq,DISDAIN,64,,2023-10-20,G,Major,145333.0
2hNQDbZcN3vqRAuwiz7poI,Tucson Too Late,74,,2023-02-17,G,Major,172853.0
2hkcNrUwTVwKqjfUO1Kx3d,Did Me Wrong,73,,2023-09-08,C#,Major,177893.0
2hl8lxRV5RLvXZhiG2yGxC,Sing - Yellow Claw & Cesqeaux Remix,26,1755214421,2016-08-26,G,Minor,243217.0
2hn2zOA2XFlv6DSmesylrL,QUEMA,87,,2023-07-13,C,Major,150619.0
2i2gDpKKWjvnRTOZRhaPh2,Moonlight,87,,2023-02-24,G,Minor,187558.0
2i2qDe3dnTl6maUE31FO7c,Mad Max,70,,2022-12-16,F,Minor,153600.0
2i5q9JRYHVkPNegErZ2WvA,bella,56,,2023-10-20,B,Minor,199467.0
2iEhrJwK2glWAvqtyuulgq,Wrong Side of a Sunrise,57,,2023-05-05,A,Minor,195369.0
2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,80,,2013-01-01,F,Major,283400.0
2id8E4WvczfKHB4LHI7Np3,Edge of Seventeen,69,,2007-03-27,C,Major,329680.0
2idmlkd8oUaQvYEtINpLBX,Heads Will Roll - A-Trak Remix,64,,2009,C#,Minor,383547.0
2ixkIrn45mNfdLDLHuyfRt,23,67,,2021-05-14,C,Minor,228145.0
2jMetr6nF6WLRPzRmGh1Pc,Worst In Me,49,,2023-08-04,D,Major,149973.0
2jWWijkXKuEKntq25rWhgS,raindrops (innocence) - Blade Remix,0,190490915,2020-05-14,F,Major,220812.0
2kE2HFBFkJ0VMw3igxYohz,Wild Ones (feat. Jelly Roll),83,,2023-10-06,C,Major,142520.0
2kjH4Q6WxvlpGnlgwmv4eG,ANTHEM PART 3,72,,2023-10-20,D,Major,213192.0
2kkvB3RNRzwjFdGhaUA0tz,Layla,75,130419412,1970-11-01,,,
